userId,venueId,venueCategoryId,venueCategory,latitude,longitude,timezoneOffset,utcTimestamp
1967,4b5edaf0f964a520149b29e3,4bf58dd8d48988d129951735,Train Station,35.65819631,139.7020304,540,Fri Apr 13 08:19:44 +0000 2012
797,4b7b9c01f964a520a6682fe3,4bf58dd8d48988d1fd941735,Mall,35.68355302,139.7665349,540,Fri Apr 13 08:19:58 +0000 2012
2243,4f17cebfe4b0ebf9e40794b5,4bf58dd8d48988d127941735,Office,35.68125875,139.7676565,540,Fri Apr 13 08:20:04 +0000 2012
2127,4f73fb6de4b02d0477fae91d,4bf58dd8d48988d1e2931735,Art Gallery,35.66306818,139.7139129,540,Fri Apr 13 08:20:14 +0000 2012
244,4b5a1a4af964a5205aad28e3,4bf58dd8d48988d163941735,Park,35.69706563,139.7419188,540,Fri Apr 13 08:20:39 +0000 2012
987,4ccfb5539d87224b5ec8503b,4bf58dd8d48988d1f0931735,Airport,35.55117027,139.7811341,540,Fri Apr 13 08:20:47 +0000 2012
782,4d75e04c48b7f04de29eedf5,4bf58dd8d48988d178941735,Medical Center,35.69103854,139.7362407,540,Fri Apr 13 08:21:04 +0000 2012
725,4e1bc0d814954075097a9bb8,4bf58dd8d48988d103941735,Home (private),35.58382028,139.6146102,540,Fri Apr 13 08:21:15 +0000 2012
695,4b55670ff964a52071e327e3,4bf58dd8d48988d122951735,Electronics Store,35.69901542,139.7746217,540,Fri Apr 13 08:21:27 +0000 2012
1166,4cc62e6606c25481d7f8a047,4bf58dd8d48988d129951735,Train Station,35.59995458,139.6105993,540,Fri Apr 13 08:22:33 +0000 2012
1175,4ba48f1bf964a5203da438e3,4bf58dd8d48988d1f1931735,General Entertainment,35.714412,139.702713,540,Fri Apr 13 08:22:51 +0000 2012
146,4b3c0acbf964a520e28025e3,4bf58dd8d48988d1fd931735,Subway,35.5496176,139.6201486,540,Fri Apr 13 08:22:56 +0000 2012
511,4b5e7f11f964a520e49029e3,4bf58dd8d48988d12d941735,Government Building,35.71185708,139.7740155,540,Fri Apr 13 08:23:05 +0000 2012
1731,4b7b63a8f964a5206d612fe3,4bf58dd8d48988d1e0931735,Coffee Shop,35.68164305,139.7702473,540,Fri Apr 13 08:23:08 +0000 2012
1293,4b500d60f964a520e21b27e3,4bf58dd8d48988d111941735,Japanese Restaurant,35.689995,139.783065,540,Fri Apr 13 08:23:20 +0000 2012
1486,4b3eae5cf964a520b4a025e3,4bf58dd8d48988d129951735,Train Station,35.70025263,139.4802547,540,Fri Apr 13 08:24:00 +0000 2012
1416,4b5b47e1f964a52017f128e3,4bf58dd8d48988d1ae941735,University,35.64922791,139.7428858,540,Fri Apr 13 08:24:34 +0000 2012
2161,4f4eb7a7e4b0b5f5b0425296,4bf58dd8d48988d130941735,Building,35.67691,139.8123459,540,Fri Apr 13 08:24:44 +0000 2012
1045,4d37bc1fb9e5224beab14d90,4bf58dd8d48988d1df941735,Bridge,35.75727416,139.7071052,540,Fri Apr 13 08:25:09 +0000 2012
929,4b5ef219f964a520569f29e3,4bf58dd8d48988d129951735,Train Station,35.72777124,139.7709632,540,Fri Apr 13 08:25:23 +0000 2012
1491,4b22504cf964a520704524e3,4bf58dd8d48988d129951735,Train Station,35.61969917,139.7285528,540,Fri Apr 13 08:25:26 +0000 2012
1672,4cf5a47f2f0159419bd658a2,4d954b0ea243a5684a65b473,Convenience Store,35.72433474,139.7503171,540,Fri Apr 13 08:25:27 +0000 2012
779,4e9012878231d8feadd9d648,4bf58dd8d48988d1fb941735,Hobby Shop,35.69888255,139.7704133,540,Fri Apr 13 08:26:01 +0000 2012
36,4b0587a6f964a5203d9e22e3,4bf58dd8d48988d129951735,Train Station,35.69080269,139.7002792,540,Fri Apr 13 08:26:07 +0000 2012
1021,4e7e892f2c5b5e7108d3d534,4bf58dd8d48988d1f2941735,Sporting Goods Shop,35.69295542,139.7089532,540,Fri Apr 13 08:26:11 +0000 2012
1346,4c2138c899282d7f124465b0,4bf58dd8d48988d1fe931735,Bus Station,35.65836848,139.7024167,540,Fri Apr 13 08:26:18 +0000 2012
1390,4b56bde5f964a520041a28e3,4bf58dd8d48988d163941735,Park,35.699756,139.5734024,540,Fri Apr 13 08:26:24 +0000 2012
128,4e216e5022717a5245ca78bb,4f04afc02fb6e1c99f3db0bc,Mobile Phone Shop,35.70006748,139.7716177,540,Fri Apr 13 08:26:31 +0000 2012
682,4e61af95d4c06542aaa126f5,4d954b0ea243a5684a65b473,Convenience Store,35.81381114,139.800961,540,Fri Apr 13 08:26:37 +0000 2012
207,4df227e9b0fb807158bcd2b4,4bf58dd8d48988d1e0931735,Coffee Shop,35.66925559,139.6802616,540,Fri Apr 13 08:26:48 +0000 2012
1092,4b88ee77f964a5200b1432e3,4bf58dd8d48988d1fd941735,Mall,35.73696813,139.7705126,540,Fri Apr 13 08:27:17 +0000 2012
336,4b4327e6f964a5209fdc25e3,4bf58dd8d48988d129951735,Train Station,35.65561814,139.7567421,540,Fri Apr 13 08:27:31 +0000 2012
185,4b6ba609f964a5203a142ce3,4bf58dd8d48988d10a951735,Bank,35.69671466,139.6822864,540,Fri Apr 13 08:27:58 +0000 2012
1798,4b1cdcaef964a520290a24e3,4bf58dd8d48988d1e0931735,Coffee Shop,35.77801892,139.720881,540,Fri Apr 13 08:28:02 +0000 2012
2090,4c3bd1425810a5932d3fbb3c,4bf58dd8d48988d1cc941735,Steakhouse,35.699472,139.76941,540,Fri Apr 13 08:28:46 +0000 2012
1132,4b2c4c0bf964a52075c524e3,4bf58dd8d48988d1fd931735,Subway,35.65386463,139.7498026,540,Fri Apr 13 08:28:56 +0000 2012
113,4b4327e6f964a5209fdc25e3,4bf58dd8d48988d129951735,Train Station,35.65561814,139.7567421,540,Fri Apr 13 08:28:59 +0000 2012
1643,4b19f917f964a520abe623e3,4bf58dd8d48988d129951735,Train Station,35.6985962,139.7730182,540,Fri Apr 13 08:29:27 +0000 2012
1187,4b0587a6f964a5203e9e22e3,4bf58dd8d48988d129951735,Train Station,35.68137872,139.7660816,540,Fri Apr 13 08:29:29 +0000 2012
538,4b7e3c28f964a520d2e62fe3,4bf58dd8d48988d1e1931735,Arcade,35.65104347,139.5443326,540,Fri Apr 13 08:29:32 +0000 2012
412,4c1349fda5eb76b08bbcbfb7,4bf58dd8d48988d120941735,Bar,35.77906086,139.7221028,540,Fri Apr 13 08:29:46 +0000 2012
484,4b612ca0f964a520fa0b2ae3,4bf58dd8d48988d1fb941735,Hobby Shop,35.70048787,139.7717839,540,Fri Apr 13 08:30:11 +0000 2012
1332,4bbac03d7421a593ed2dc440,4d954b0ea243a5684a65b473,Convenience Store,35.62790675,139.7407722,540,Fri Apr 13 08:30:12 +0000 2012
2275,4f87e3ffe4b07f1a33efed85,4bf58dd8d48988d104941735,Medical Center,35.56877,139.548461,540,Fri Apr 13 08:30:17 +0000 2012
1574,4b5413b6f964a5209eb127e3,4bf58dd8d48988d129951735,Train Station,35.60935047,139.7429046,540,Fri Apr 13 08:30:28 +0000 2012
1831,4b58cc49f964a520b86b28e3,4bf58dd8d48988d129951735,Train Station,35.61501015,139.542219,540,Fri Apr 13 08:30:34 +0000 2012
207,4b0a7f04f964a5207b2423e3,4bf58dd8d48988d129951735,Train Station,35.66898975,139.6797144,540,Fri Apr 13 08:30:36 +0000 2012
1529,4bbac8b753649c742f7249fb,4bf58dd8d48988d125941735,Office,35.69988237,139.7724139,540,Fri Apr 13 08:30:48 +0000 2012
1867,4b5837b9f964a5205c4e28e3,4bf58dd8d48988d114951735,Bookstore,35.6921821,139.7029531,540,Fri Apr 13 08:31:00 +0000 2012
1233,4b51a1eef964a5204c5127e3,4bf58dd8d48988d1fc931735,Light Rail,35.75009101,139.7649658,540,Fri Apr 13 08:31:09 +0000 2012
1538,4b0587a6f964a5203d9e22e3,4bf58dd8d48988d129951735,Train Station,35.69080269,139.7002792,540,Fri Apr 13 08:31:31 +0000 2012
276,4b2f1e7cf964a52099e924e3,4bf58dd8d48988d104941735,Medical Center,35.69732511,139.7725511,540,Fri Apr 13 08:31:47 +0000 2012
2216,4bfa3b588d30d13ad4520318,4bf58dd8d48988d103951735,Clothing Store,35.53327394,139.6953571,540,Fri Apr 13 08:31:57 +0000 2012
757,4b19f917f964a520abe623e3,4bf58dd8d48988d129951735,Train Station,35.6985962,139.7730182,540,Fri Apr 13 08:32:07 +0000 2012
1661,4c2044b08b3aa5937dc69e5f,4bf58dd8d48988d129951735,Train Station,35.55000441,139.7864623,540,Fri Apr 13 08:32:17 +0000 2012
2216,4b639e3ef964a52066872ae3,4bf58dd8d48988d1f8941735,Furniture / Home Store,35.53316917,139.6955609,540,Fri Apr 13 08:32:22 +0000 2012
896,4b6ae496f964a52094e52be3,4bf58dd8d48988d111941735,Japanese Restaurant,35.68993614,139.7037256,540,Fri Apr 13 08:32:25 +0000 2012
1561,4b67a5c4f964a52069592be3,4bf58dd8d48988d129951735,Train Station,35.6706763,139.7025239,540,Fri Apr 13 08:32:27 +0000 2012
908,4b19f837f964a520a2e623e3,4bf58dd8d48988d129951735,Train Station,35.71322286,139.7760734,540,Fri Apr 13 08:32:39 +0000 2012
1359,4e9685f42c5be852fefb1318,4bf58dd8d48988d1fd941735,Mall,35.649581,139.6997237,540,Fri Apr 13 08:32:58 +0000 2012
723,4baef971f964a520d0e43be3,4bf58dd8d48988d17c941735,Casino,35.67023178,139.753046,540,Fri Apr 13 08:33:14 +0000 2012
511,4b5eb91af964a520ea9629e3,4bf58dd8d48988d1fd931735,Subway,35.70765806,139.7729802,540,Fri Apr 13 08:33:36 +0000 2012
2156,4b62b939f964a52057502ae3,4bf58dd8d48988d1fd931735,Subway,35.66287517,139.7314596,540,Fri Apr 13 08:33:53 +0000 2012
997,4b54eacdf964a52009d327e3,4bf58dd8d48988d1fd931735,Subway,35.76993233,139.6440411,540,Fri Apr 13 08:34:21 +0000 2012
358,4c1876cb4b8bd13a1c734c83,4bf58dd8d48988d129951735,Train Station,35.71076379,139.8128915,540,Fri Apr 13 08:35:24 +0000 2012
1253,4b19f917f964a520abe623e3,4bf58dd8d48988d129951735,Train Station,35.6985962,139.7730182,540,Fri Apr 13 08:35:35 +0000 2012
1733,4bd557cc6798ef3b4735638d,4bf58dd8d48988d1fd941735,Mall,35.65890023,139.7032642,540,Fri Apr 13 08:36:11 +0000 2012
1672,4d5dea9ed439cbff4f6a41ba,4bf58dd8d48988d118951735,Food & Drink Shop,35.7230267,139.752457,540,Fri Apr 13 08:36:48 +0000 2012
1359,4ed853aee5fa78b16ba691fd,4bf58dd8d48988d114951735,Bookstore,35.64913964,139.699375,540,Fri Apr 13 08:37:09 +0000 2012
589,4b5d2163f964a520d45329e3,4bf58dd8d48988d127941735,Office,35.68057043,139.7790286,540,Fri Apr 13 08:37:28 +0000 2012
1723,4b558306f964a5201be627e3,4bf58dd8d48988d1fd931735,Subway,35.70191673,139.744978,540,Fri Apr 13 08:37:29 +0000 2012
358,4ba94ec3f964a5206b1d3ae3,4bf58dd8d48988d1fd931735,Subway,35.71014091,139.8134065,540,Fri Apr 13 08:37:30 +0000 2012
712,4e92ff3955037de99d90e6f6,4d954b0ea243a5684a65b473,Convenience Store,35.70889738,139.7720046,540,Fri Apr 13 08:37:43 +0000 2012
2161,4b5ac7d3f964a52056d428e3,4bf58dd8d48988d1fd941735,Mall,35.66582139,139.8038685,540,Fri Apr 13 08:37:49 +0000 2012
712,4eca18de0aaf9c3ccf5cf881,4bf58dd8d48988d12d941735,Government Building,35.6962937,139.7637105,540,Fri Apr 13 08:38:05 +0000 2012
284,4bdd341dd33f2d7f798c8a3c,4bf58dd8d48988d1b1941735,College Academic Building,35.68911486,139.7074431,540,Fri Apr 13 08:38:06 +0000 2012
1359,4edc820b9a5286d921d5aca5,4bf58dd8d48988d1e0931735,Coffee Shop,35.64906392,139.6998651,540,Fri Apr 13 08:38:15 +0000 2012
71,4b7b65f0f964a520e2612fe3,4bf58dd8d48988d1fd931735,Subway,35.66092259,139.7514582,540,Fri Apr 13 08:38:20 +0000 2012
397,4f7c52e3e4b072237817216b,4f4531504b9074f6e4fb0102,Train Station,35.68057696,139.7644937,540,Fri Apr 13 08:38:44 +0000 2012
2279,4b35706ff964a5202b2d25e3,4bf58dd8d48988d1f6941735,Department Store,35.66047367,139.7003406,540,Fri Apr 13 08:38:47 +0000 2012
1450,4b0587a6f964a520529e22e3,4bf58dd8d48988d1fd941735,Mall,35.66051289,139.7292119,540,Fri Apr 13 08:39:16 +0000 2012
1561,4c8313e574d7b60c8f2387d8,4bf58dd8d48988d128951735,Gift Shop,35.66507177,139.7013116,540,Fri Apr 13 08:39:46 +0000 2012
1541,4e98110d77c8d1cccb8ec2bc,4bf58dd8d48988d12d941735,Government Building,35.67396953,139.744743,540,Fri Apr 13 08:39:47 +0000 2012
589,4d919d1b9acaa1438344ebf0,4bf58dd8d48988d1f9931735,Road,35.68176771,139.7756418,540,Fri Apr 13 08:39:48 +0000 2012
71,4b62b939f964a52057502ae3,4bf58dd8d48988d1fd931735,Subway,35.66287517,139.7314596,540,Fri Apr 13 08:39:50 +0000 2012
2216,4b8a1d71f964a5208c6032e3,4eb1d80a4b900d56c88a45ff,Shrine,35.53480292,139.6973526,540,Fri Apr 13 08:39:56 +0000 2012
336,4b19f917f964a520abe623e3,4bf58dd8d48988d129951735,Train Station,35.6985962,139.7730182,540,Fri Apr 13 08:39:59 +0000 2012
330,4b52d1bff964a520a38827e3,4bf58dd8d48988d129951735,Train Station,35.73787383,139.6545231,540,Fri Apr 13 08:39:59 +0000 2012
523,4b6d99b8f964a5203e7f2ce3,4bf58dd8d48988d1eb931735,Airport,35.54505978,139.769032,540,Fri Apr 13 08:40:20 +0000 2012
2190,4ccccfa254f0b1f7820219ca,4bf58dd8d48988d1f9931735,Road,35.57278488,139.6168683,540,Fri Apr 13 08:41:09 +0000 2012
1812,4b575209f964a5203a3128e3,4bf58dd8d48988d111941735,Japanese Restaurant,35.70328458,139.5612064,540,Fri Apr 13 08:41:12 +0000 2012
187,4b0587a1f964a5209b9d22e3,4bf58dd8d48988d163941735,Park,35.71406103,139.7740746,540,Fri Apr 13 08:41:13 +0000 2012
1304,4b4a79ccf964a520bc8826e3,4bf58dd8d48988d129951735,Train Station,35.62081442,139.5697117,540,Fri Apr 13 08:41:14 +0000 2012
1608,4b67a5c4f964a52069592be3,4bf58dd8d48988d129951735,Train Station,35.6706763,139.7025239,540,Fri Apr 13 08:41:25 +0000 2012
1175,4d9f1d1a91af6ea8dc3792e8,4f04afc02fb6e1c99f3db0bc,Mobile Phone Shop,35.713996,139.703919,540,Fri Apr 13 08:41:30 +0000 2012
2019,4da6d2ea4df0260c3e99e452,4bf58dd8d48988d1f2941735,Sporting Goods Shop,35.77902911,139.7222973,540,Fri Apr 13 08:41:41 +0000 2012
28,4b0587a6f964a5203d9e22e3,4bf58dd8d48988d129951735,Train Station,35.69080269,139.7002792,540,Fri Apr 13 08:41:42 +0000 2012
648,4d6e34c330d5b1f7ce76c342,4bf58dd8d48988d124941735,Office,35.70272699,139.7515815,540,Fri Apr 13 08:41:43 +0000 2012
779,4b73785bf964a52022b02de3,4bf58dd8d48988d114951735,Bookstore,35.69898492,139.7710598,540,Fri Apr 13 08:41:45 +0000 2012
1231,4e4db1deb0fb088f3c0451ae,4d954b0ea243a5684a65b473,Convenience Store,35.56301458,139.6277225,540,Fri Apr 13 08:41:47 +0000 2012
1045,4bf7c7055317a593bd8bfe7e,4d954b0ea243a5684a65b473,Convenience Store,35.7649224,139.7050238,540,Fri Apr 13 08:41:50 +0000 2012
2213,4b545885f964a5202eb827e3,4bf58dd8d48988d129951735,Train Station,35.62752523,139.7787952,540,Fri Apr 13 08:42:07 +0000 2012
822,4da3b11b7ccc816e48d6827b,4bf58dd8d48988d1f9931735,Road,35.61604574,139.5533183,540,Fri Apr 13 08:42:27 +0000 2012
2108,4b52c581f964a520c28727e3,4bf58dd8d48988d1fd931735,Subway,35.70300579,139.7716606,540,Fri Apr 13 08:42:44 +0000 2012
1558,4b24a8eef964a520466924e3,4bf58dd8d48988d129951735,Train Station,35.60375363,139.5075917,540,Fri Apr 13 08:42:45 +0000 2012
2216,4c795326dbaa76b0d5161b4b,4bf58dd8d48988d190941735,History Museum,35.538542,139.69793,540,Fri Apr 13 08:42:47 +0000 2012
1518,4b545885f964a5202eb827e3,4bf58dd8d48988d129951735,Train Station,35.62752523,139.7787952,540,Fri Apr 13 08:42:59 +0000 2012
96,4b68cc32f964a5206f8d2be3,4bf58dd8d48988d1f1931735,General Entertainment,35.63923899,139.5516471,540,Fri Apr 13 08:43:37 +0000 2012
336,4b767a5af964a520084e2ee3,4bf58dd8d48988d11b941735,Bar,35.70010451,139.7739673,540,Fri Apr 13 08:43:48 +0000 2012
670,4b42a9c9f964a5206dd825e3,4bf58dd8d48988d129951735,Train Station,35.64687831,139.7099483,540,Fri Apr 13 08:43:54 +0000 2012
502,4b8882dff964a5204afd31e3,4bf58dd8d48988d162941735,Other Great Outdoors,35.64639007,139.747467,540,Fri Apr 13 08:43:57 +0000 2012
482,4b093eeff964a520e51423e3,4bf58dd8d48988d129951735,Train Station,35.65852173,139.701326,540,Fri Apr 13 08:45:04 +0000 2012
71,4b7e86e1f964a52009f12fe3,4bf58dd8d48988d11b941735,Bar,35.66236377,139.7340155,540,Fri Apr 13 08:45:04 +0000 2012
1541,4b8deba7f964a5204a1333e3,4bf58dd8d48988d1f9931735,Road,35.6733969,139.7447131,540,Fri Apr 13 08:45:15 +0000 2012
128,4b0bc75ff964a520923323e3,4bf58dd8d48988d114951735,Bookstore,35.70042688,139.7717518,540,Fri Apr 13 08:45:22 +0000 2012
565,4c2d76ee7d85a593d0c252f3,4bf58dd8d48988d129951735,Train Station,35.65633045,139.7572842,540,Fri Apr 13 08:45:35 +0000 2012
1233,4b5648e6f964a520400928e3,4bf58dd8d48988d129951735,Train Station,35.75243323,139.738133,540,Fri Apr 13 08:45:39 +0000 2012
284,4ccec1f6ee23a14391d92da8,4bf58dd8d48988d129951735,Train Station,35.68957997,139.7014578,540,Fri Apr 13 08:45:55 +0000 2012
1553,4e66348d18a8ce02fe76eee3,4bf58dd8d48988d1d1941735,Ramen /  Noodle House,35.69074652,139.7075665,540,Fri Apr 13 08:45:59 +0000 2012
1570,4b9ed57ff964a520280537e3,4bf58dd8d48988d174941735,Office,35.58253596,139.6422386,540,Fri Apr 13 08:45:59 +0000 2012
1538,4b557772f964a52013e527e3,4bf58dd8d48988d129951735,Train Station,35.69589617,139.6999598,540,Fri Apr 13 08:46:38 +0000 2012
837,4b8d1940f964a520d6e732e3,4bf58dd8d48988d117941735,Beer Garden,35.68965294,139.7708452,540,Fri Apr 13 08:46:51 +0000 2012
1877,4b603896f964a5209ada29e3,4bf58dd8d48988d1fd931735,Subway,35.65890459,139.702583,540,Fri Apr 13 08:47:37 +0000 2012
51,4c301d93ed37a5935b856803,4bf58dd8d48988d129951735,Train Station,35.69758487,139.8260772,540,Fri Apr 13 08:47:39 +0000 2012
734,4b443147f964a5208bf225e3,4bf58dd8d48988d129951735,Train Station,35.69596587,139.7580671,540,Fri Apr 13 08:47:43 +0000 2012
1304,4b24a8eef964a520466924e3,4bf58dd8d48988d129951735,Train Station,35.60375363,139.5075917,540,Fri Apr 13 08:48:11 +0000 2012
1907,4b7d1ce0f964a52007af2fe3,4bf58dd8d48988d10f951735,Drugstore / Pharmacy,35.65595832,139.7950883,540,Fri Apr 13 08:48:23 +0000 2012
1695,4b396b34f964a5204f5c25e3,4bf58dd8d48988d129951735,Train Station,35.74964694,139.8051453,540,Fri Apr 13 08:48:53 +0000 2012
1723,4b24b5e7f964a5208d6924e3,4bf58dd8d48988d1fd931735,Subway,35.72568253,139.7195057,540,Fri Apr 13 08:48:56 +0000 2012
637,4b70c23ef964a520622d2de3,4bf58dd8d48988d126941735,Government Building,35.71766807,139.5661123,540,Fri Apr 13 08:49:12 +0000 2012
1013,4b2ce89af964a5209dca24e3,4bf58dd8d48988d129951735,Train Station,35.64431502,139.6990907,540,Fri Apr 13 08:49:12 +0000 2012
2108,4b19f917f964a520abe623e3,4bf58dd8d48988d129951735,Train Station,35.6985962,139.7730182,540,Fri Apr 13 08:49:31 +0000 2012
1754,4b07ced1f964a5202a0023e3,4bf58dd8d48988d1ae941735,University,35.604373,139.683963,540,Fri Apr 13 08:49:32 +0000 2012
1279,4b178e80f964a52059c623e3,4bf58dd8d48988d1fd931735,Subway,35.65578813,139.7370279,540,Fri Apr 13 08:49:42 +0000 2012
1405,4b5538e6f964a52011df27e3,4bf58dd8d48988d124941735,Office,35.70931543,139.7729781,540,Fri Apr 13 08:50:01 +0000 2012
2083,4b7ba460f964a520a4692fe3,4bf58dd8d48988d1fd931735,Subway,35.65495996,139.7436476,540,Fri Apr 13 08:50:10 +0000 2012
1652,4dc3a284ae608779d10d7b92,4bf58dd8d48988d1d0941735,Dessert Shop,35.61118314,139.7440843,540,Fri Apr 13 08:50:10 +0000 2012
620,4b6053cff964a520d8df29e3,4bf58dd8d48988d1fd931735,Subway,35.69235855,139.7009468,540,Fri Apr 13 08:50:13 +0000 2012
1166,4b792f4bf964a52034ee2ee3,4bf58dd8d48988d1fd931735,Subway,35.6650369,139.712491,540,Fri Apr 13 08:50:16 +0000 2012
1380,4b5ccea3f964a520044529e3,4bf58dd8d48988d129951735,Train Station,35.64573181,139.747569,540,Fri Apr 13 08:50:20 +0000 2012
1525,4b63b8dcf964a520338e2ae3,4bf58dd8d48988d124941735,Office,35.66571127,139.7315759,540,Fri Apr 13 08:50:49 +0000 2012
1580,4b512b96f964a520c44527e3,4bf58dd8d48988d118951735,Food & Drink Shop,35.62812049,139.737952,540,Fri Apr 13 08:50:57 +0000 2012
185,4b8cf784f964a5208ce232e3,4d954b0ea243a5684a65b473,Convenience Store,35.68341795,139.6695301,540,Fri Apr 13 08:51:08 +0000 2012
1580,4b5e73c4f964a5204b8f29e3,4bf58dd8d48988d1dd931735,Soup Place,35.62800737,139.7379471,540,Fri Apr 13 08:51:13 +0000 2012
822,4b55652df964a52043e327e3,4bf58dd8d48988d129951735,Train Station,35.61718626,139.5645618,540,Fri Apr 13 08:51:16 +0000 2012
958,4b67a5c4f964a52069592be3,4bf58dd8d48988d129951735,Train Station,35.6706763,139.7025239,540,Fri Apr 13 08:51:21 +0000 2012
565,4b9ad285f964a52021d935e3,4bf58dd8d48988d13a941735,Temple,35.65700857,139.7525418,540,Fri Apr 13 08:51:25 +0000 2012
932,4b949524f964a520fb7d34e3,4bf58dd8d48988d1e1931735,Arcade,35.71259319,139.7042996,540,Fri Apr 13 08:51:45 +0000 2012
917,4cc265733d7fa1cd4ded9e5f,4bf58dd8d48988d1df941735,Bridge,35.63881328,139.7408473,540,Fri Apr 13 08:52:19 +0000 2012
2041,4b2cb295f964a52097c824e3,4bf58dd8d48988d1fd941735,Mall,35.64629416,139.7104311,540,Fri Apr 13 08:52:24 +0000 2012
320,4b7e6c7bf964a52091ec2fe3,4bf58dd8d48988d1fd931735,Subway,35.67995821,139.7800827,540,Fri Apr 13 08:52:27 +0000 2012
405,4b0587a6f964a5203d9e22e3,4bf58dd8d48988d129951735,Train Station,35.69080269,139.7002792,540,Fri Apr 13 08:52:31 +0000 2012
1723,4c7c79eef56a37049e3c0846,4bf58dd8d48988d10a951735,Bank,35.72892944,139.7142371,540,Fri Apr 13 08:52:40 +0000 2012
2236,4ba4a6e0f964a520e5a938e3,4bf58dd8d48988d1e2931735,Art Gallery,35.66046059,139.7293782,540,Fri Apr 13 08:53:01 +0000 2012
831,4b23d1faf964a5206c5a24e3,4bf58dd8d48988d129951735,Train Station,35.73345382,139.7394838,540,Fri Apr 13 08:53:04 +0000 2012
1541,4cb1869f1168a0930d043423,4bf58dd8d48988d15c941735,Cemetery,35.68480354,139.72543,540,Fri Apr 13 08:53:08 +0000 2012
1231,4bc6be15d35d9c745732e33a,4bf58dd8d48988d118951735,Food & Drink Shop,35.55799602,139.6284306,540,Fri Apr 13 08:53:14 +0000 2012
92,4b88e099f964a520981132e3,4bf58dd8d48988d124941735,Office,35.7013791,139.7814191,540,Fri Apr 13 08:53:31 +0000 2012
312,4b5ab4caf964a5207fd128e3,4bf58dd8d48988d1c4941735,Restaurant,35.660429,139.704727,540,Fri Apr 13 08:53:44 +0000 2012
1049,4e071b9d52b165b7d7ac30a3,4bf58dd8d48988d1fe931735,Bus Station,35.72940516,139.7133095,540,Fri Apr 13 08:54:01 +0000 2012
128,4b55670ff964a52071e327e3,4bf58dd8d48988d122951735,Electronics Store,35.69901542,139.7746217,540,Fri Apr 13 08:54:08 +0000 2012
822,4b6fd2d1f964a5207efd2ce3,4bf58dd8d48988d129951735,Train Station,35.62104118,139.5694542,540,Fri Apr 13 08:54:15 +0000 2012
